aeloss_step,train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,discloss_step,train/disc_loss,train/logits_real,train/logits_fake,epoch,created_at
5615.91015625,5615.91015625,0.0,82784.6640625,5615.8271484375,0.11425429582595825,5000.0,0.0,1.629034161567688,0.0,0.0,-1.6133267879486084,-1.6394976377487183,2,2023-05-11 10:18:25.728251
